Lokasi,Jenis_Layanan,Anggaran_Proyek_IDR,Nilai_Kontrak_Konsultan_IDR,Status,Durasi_Bulan,Jumlah_Proyek,Progress_Fisik
5,1,2.003868690931613,4283045271,2,0.1573385926376574,0.6661567266260835,1.1477289088188385
6,5,-0.25911994926342885,1857276166,1,-0.006897934123989123,-0.7209473371450428,-1.1650283329875502
12,2,0.6708753823235747,2882800165,0,-0.4996075144089287,0.6661567266260835,-0.7024768846262723
12,0,-0.7861173038293975,341421609,1,0.650048172922597,-1.4144993690306058,-1.1650283329875502
2,2,1.2598724256620102,5217440247,0,0.1573385926376574,-0.7209473371450428,-0.35556329835531414
16,6,-0.5536184709326466,655870987,0,-0.8280805679322217,0.6661567266260835,-0.12428757417467522
15,6,-0.476118859967063,1509264388,0,1.3069942799691832,0.6661567266260835,0.5232844535311135
8,4,-0.33661956022901246,2009541344,2,0.97852122644589,0.6661567266260835,1.1477289088188385
15,0,-0.8636169147949811,42699624,2,0.48581164616095046,-1.4144993690306058,1.1477289088188385
12,2,2.4688663567251146,9260492594,1,1.3069942799691832,-1.4144993690306058,-1.1650283329875502
16,2,2.406866667952648,7681730508,2,-0.006897934123989123,0.6661567266260835,1.1477289088188385
12,5,-0.6311180818982303,397344125,0,-1.1565536214555148,1.3597087585116465,-0.30930815351918634
20,2,2.8563644115530327,10795478391,1,0.32157511939930394,-1.4144993690306058,-1.1650283329875502
1,2,2.670365345235632,13216501998,2,0.48581164616095046,0.6661567266260835,1.1477289088188385
3,1,-0.15062049391161178,2055083881,1,1.1427577532075366,-1.4144993690306058,-1.1650283329875502
13,3,-0.3211196380358957,1947784667,0,1.3069942799691832,0.6661567266260835,0.0607330051698359
18,3,-0.755117459443164,184778773,2,0.8142846996842436,1.3597087585116465,1.1477289088188385
1,4,-0.38311932680836264,1397611198,1,-1.485026674978808,0.6661567266260835,-1.1650283329875502
14,4,-0.6776178484775804,774006476,0,-0.3353709876472822,-0.02739530525947965,-0.03177728450241972
17,2,-0.2436200270703121,1286193818,2,-0.4996075144089287,-0.02739530525947965,1.1477289088188385
9,2,2.577365812076932,7905562995,0,0.8142846996842436,0.6661567266260835,-0.49432873286369744
10,6,-0.6001182375119968,634579920,0,0.32157511939930394,-1.4144993690306058,-1.0493904708972306
17,4,-0.2436200270703121,1078460337,2,-1.485026674978808,1.3597087585116465,1.1477289088188385
17,2,1.1668728925033098,3516747134,1,1.1427577532075366,0.6661567266260835,-1.1650283329875502
18,1,0.28337732749565653,4253894715,0,-0.17113446088563564,1.3597087585116465,-0.586839022535953
13,4,-0.25911994926342885,1126286328,0,0.650048172922597,0.6661567266260835,0.8470704673840079
7,5,-0.2746198714565456,1737225125,0,-1.485026674978808,-0.7209473371450428,0.9164531846381997
17,0,-0.7861173038293975,245279535,0,1.1427577532075366,1.3597087585116465,0.0838605775878998
6,1,2.7633648783943325,7485711177,1,0.8142846996842436,-0.7209473371450428,-1.1650283329875502
18,2,2.7168651118149825,11775946122,1,1.4712308067308295,1.3597087585116465,-1.1650283329875502
17,2,0.4848763160061739,3570321853,1,-0.9923170946938683,-0.7209473371450428,-1.1650283329875502
17,2,2.11236814628343,5797169084,0,-0.3353709876472822,0.6661567266260835,0.1301157224240276
18,4,-0.15062049391161178,1165488570,0,-0.9923170946938683,1.3597087585116465,0.6157947432033691
14,0,-0.8016172260225142,177693732,1,-0.6638440411705753,-1.4144993690306058,-1.1650283329875502
21,4,-0.41411917119459607,1639914042,1,0.650048172922597,-0.02739530525947965,-1.1650283329875502
6,3,-0.19712026049096196,2340675761,1,-0.8280805679322217,1.3597087585116465,-1.1650283329875502
21,0,-0.8636169147949811,47493414,1,1.3069942799691832,1.3597087585116465,-1.1650283329875502
9,6,-0.5226186265464131,1185857200,0,-0.3353709876472822,-1.4144993690306058,0.5001568811130496
8,0,-0.8326170704087477,143063205,0,1.1427577532075366,-0.02739530525947965,-0.9337526088069112
6,4,-0.5536184709326466,599022309,0,0.48581164616095046,0.6661567266260835,-0.47120116044563354
11,2,1.724870091455512,7082571795,1,0.8142846996842436,0.6661567266260835,-1.1650283329875502
9,2,1.600870713910578,7675978557,0,0.650048172922597,-0.02739530525947965,-0.9106250363888474
6,1,2.840864489359916,7862224821,1,1.4712308067308295,-0.7209473371450428,-1.1650283329875502
17,0,-0.8481169926018644,51167277,0,-0.3353709876472822,-0.7209473371450428,-0.37869087077337793
5,5,-0.6001182375119968,529563249,0,-0.4996075144089287,-0.02739530525947965,-1.0262628984791669
13,1,0.06637841679202237,2341818566,2,-0.9923170946938683,1.3597087585116465,1.1477289088188385
13,1,0.11287818337137255,2354680037,2,-0.4996075144089287,0.6661567266260835,1.1477289088188385
8,4,-0.33661956022901246,910243282,0,0.97852122644589,-1.4144993690306058,-0.9800077536430389
6,2,1.7868697802279787,4042666065,0,-1.485026674978808,-1.4144993690306058,-0.30930815351918634
2,4,-0.7861173038293975,321812277,2,1.1427577532075366,1.3597087585116465,1.1477289088188385
1,2,-0.11962064952537832,2012216794,1,-1.485026674978808,-1.4144993690306058,-1.1650283329875502
7,4,-0.3986192490014794,1644560793,1,-0.8280805679322217,1.3597087585116465,-1.1650283329875502
3,6,-0.3211196380358957,1545030507,1,1.635467333492476,-1.4144993690306058,-1.1650283329875502
5,2,2.96486386690485,14048064020,2,-0.006897934123989123,-0.7209473371450428,1.1477289088188385
20,4,-0.5846183153188801,537208116,2,-0.17113446088563564,0.6661567266260835,1.1477289088188385
5,3,-0.6621179262844636,292308432,2,-0.9923170946938683,1.3597087585116465,1.1477289088188385
1,6,-0.7241176150569306,533015272,1,-0.006897934123989123,0.6661567266260835,-1.1650283329875502
20,6,-0.6931177706706971,357171921,2,-0.8280805679322217,-1.4144993690306058,1.1477289088188385
14,2,1.3063721922413603,4712853553,2,-0.006897934123989123,-1.4144993690306058,1.1477289088188385
5,2,2.0193686131247297,4325635889,2,-0.6638440411705753,-1.4144993690306058,1.1477289088188385
13,1,1.4303715697862942,7465065548,1,0.8142846996842436,-0.02739530525947965,-1.1650283329875502
12,2,-0.1041207273322616,1889580925,0,-0.9923170946938683,0.6661567266260835,-0.7949871742985278
0,5,-0.6156181597051135,758795099,2,0.32157511939930394,-0.02739530525947965,1.1477289088188385
5,1,-0.1661204161047285,1940676788,1,-1.485026674978808,-1.4144993690306058,-1.1650283329875502
14,2,-0.305619715842779,872729065,2,0.97852122644589,-0.7209473371450428,1.1477289088188385
18,0,-0.817117148215631,171469632,2,0.650048172922597,-1.4144993690306058,1.1477289088188385
15,0,-0.8016172260225142,216916306,1,0.97852122644589,-0.02739530525947965,-1.1650283329875502
21,5,-0.5536184709326466,1233988523,0,-0.3353709876472822,-0.02739530525947965,-0.19367029142886694
21,1,2.8098646449736826,9264447761,0,-0.9923170946938683,1.3597087585116465,0.47702930869498567
6,3,-0.5071187043532964,528080011,0,0.8142846996842436,-1.4144993690306058,-0.44807358802756964
5,4,-0.25911994926342885,1818016947,0,0.97852122644589,-1.4144993690306058,-0.10116000175661131
2,4,-0.3676194046152459,1609935906,1,-0.006897934123989123,1.3597087585116465,-1.1650283329875502
3,5,-0.7086176928638138,624329750,2,-0.4996075144089287,0.6661567266260835,1.1477289088188385
15,1,0.8413745264478586,4230345398,2,1.1427577532075366,0.6661567266260835,1.1477289088188385
19,1,2.0658683797040798,3890951081,2,1.4712308067308295,-0.7209473371450428,1.1477289088188385
17,6,-0.38311932680836264,1249617730,0,1.3069942799691832,0.6661567266260835,-0.49432873286369744
12,0,-0.817117148215631,81172619,2,-1.6492632017404545,-0.7209473371450428,1.1477289088188385
14,4,-0.44511901558082956,1591964547,1,-1.6492632017404545,-0.02739530525947965,-1.1650283329875502
18,2,0.5623759269717575,3921684419,2,-1.485026674978808,-0.02739530525947965,1.1477289088188385
4,2,0.6863753045166914,4452939875,1,0.650048172922597,-0.7209473371450428,-1.1650283329875502
14,0,-0.8636169147949811,34850645,2,-0.17113446088563564,0.6661567266260835,1.1477289088188385
6,0,-0.8016172260225142,296626428,1,0.8142846996842436,-1.4144993690306058,-1.1650283329875502
10,2,-0.2281201048771954,1550058880,2,0.97852122644589,-0.02739530525947965,1.1477289088188385
16,6,-0.5846183153188801,453596369,2,0.8142846996842436,-0.7209473371450428,1.1477289088188385
21,2,0.09737826117825582,3011374714,1,1.635467333492476,1.3597087585116465,-1.1650283329875502
13,4,-0.5691183931257633,678760124,0,-1.6492632017404545,0.6661567266260835,0.5232844535311135
20,0,-0.8636169147949811,20341826,2,1.1427577532075366,-1.4144993690306058,1.1477289088188385
3,6,-0.6776178484775804,560675022,2,0.48581164616095046,1.3597087585116465,1.1477289088188385
8,0,-0.8636169147949811,33947304,2,-0.9923170946938683,0.6661567266260835,1.1477289088188385
10,5,-0.7086176928638138,548772756,1,-0.4996075144089287,0.6661567266260835,-1.1650283329875502
5,4,-0.476118859967063,1546789499,0,-1.6492632017404545,0.6661567266260835,-0.21679786384693084
0,2,-0.305619715842779,1637425504,1,-0.6638440411705753,-0.7209473371450428,-1.1650283329875502
6,2,1.1358730481170765,3010515457,0,0.32157511939930394,-0.02739530525947965,-0.42494601560950573
11,3,-0.21262018268407867,1317396863,2,-0.006897934123989123,1.3597087585116465,1.1477289088188385
6,6,-0.305619715842779,853139780,2,1.4712308067308295,1.3597087585116465,1.1477289088188385
20,1,0.8103746820616251,3131042798,0,1.3069942799691832,1.3597087585116465,0.5232844535311135
0,4,-0.46061893777394625,1147655416,1,-0.6638440411705753,0.6661567266260835,-1.1650283329875502
5,6,-0.1661204161047285,1593675428,1,1.4712308067308295,1.3597087585116465,-1.1650283329875502
19,4,-0.49161878216017973,1090300841,1,-1.485026674978808,-0.02739530525947965,-1.1650283329875502
3,2,2.6548654230425153,10394688301,0,-0.17113446088563564,0.6661567266260835,0.2920087293504747
2,2,2.9338640225186166,14452167227,2,-0.8280805679322217,-0.02739530525947965,1.1477289088188385
6,2,0.05087849459890565,1314443841,2,0.650048172922597,-1.4144993690306058,1.1477289088188385
20,0,-0.8326170704087477,110205960,0,-0.9923170946938683,-0.7209473371450428,-0.7024768846262723
13,3,-0.38311932680836264,1270353483,1,-0.3353709876472822,-1.4144993690306058,-1.1650283329875502
20,0,-0.7861173038293975,290220946,2,-0.8280805679322217,-0.02739530525947965,1.1477289088188385
9,2,0.2058777165300729,4043090607,1,0.97852122644589,-0.7209473371450428,-1.1650283329875502
8,0,-0.8016172260225142,268481942,1,-0.9923170946938683,0.6661567266260835,-1.1650283329875502
1,2,1.7868697802279787,8645865136,2,-1.1565536214555148,-0.7209473371450428,1.1477289088188385
14,0,-0.8636169147949811,45304089,2,-1.3207901482171613,-0.02739530525947965,1.1477289088188385
10,4,-0.4296190933877128,1658396335,1,-1.1565536214555148,-0.02739530525947965,-1.1650283329875502
13,0,-0.7861173038293975,197210278,2,0.650048172922597,-1.4144993690306058,1.1477289088188385
7,1,2.561865889883815,4781297024,0,-0.6638440411705753,-1.4144993690306058,-0.9800077536430389
8,1,1.3683718810138272,4088079878,0,0.48581164616095046,-0.02739530525947965,0.9627083294743275
6,1,-0.3986192490014794,781113059,0,-1.6492632017404545,-0.7209473371450428,0.7083050328756247
18,4,-0.46061893777394625,1235607012,0,-1.6492632017404545,-0.7209473371450428,-0.7487320294624001
2,5,-0.44511901558082956,811935652,1,-1.3207901482171613,0.6661567266260835,-1.1650283329875502
16,5,-0.305619715842779,810233802,0,0.97852122644589,-0.7209473371450428,0.2920087293504747
16,2,2.0658683797040798,11251696764,0,1.1427577532075366,-0.7209473371450428,-0.47120116044563354
18,4,-0.2901197936496623,1806580650,0,0.32157511939930394,-0.02739530525947965,0.638922315621433
10,4,-0.38311932680836264,837365026,1,-1.485026674978808,0.6661567266260835,-1.1650283329875502
13,6,-0.3521194824221292,1144623915,1,-0.9923170946938683,1.3597087585116465,-1.1650283329875502
5,6,-0.1816203382978452,1251657638,1,-0.4996075144089287,-0.7209473371450428,-1.1650283329875502
19,5,-0.305619715842779,752211913,2,1.1427577532075366,-0.7209473371450428,1.1477289088188385
13,2,1.8023697024210956,9688822792,1,-0.8280805679322217,-1.4144993690306058,-1.1650283329875502
2,6,-0.5381185487395299,1057356128,0,0.650048172922597,-1.4144993690306058,-1.0493904708972306
1,6,-0.21262018268407867,2052130693,2,0.48581164616095046,1.3597087585116465,1.1477289088188385
7,6,-0.13512057171849504,1839824336,0,-0.006897934123989123,1.3597087585116465,-1.003135326061103
9,1,0.7173751489029248,5854395675,0,-1.485026674978808,-1.4144993690306058,-0.7024768846262723
18,5,-0.305619715842779,1183542937,1,1.1427577532075366,-0.7209473371450428,-1.1650283329875502
18,4,-0.44511901558082956,1676298770,2,-1.485026674978808,-0.02739530525947965,1.1477289088188385
10,4,-0.1661204161047285,1220938081,2,-0.3353709876472822,0.6661567266260835,1.1477289088188385
17,4,-0.8016172260225142,279412145,1,1.1427577532075366,1.3597087585116465,-1.1650283329875502
9,5,-0.46061893777394625,1489919201,0,0.97852122644589,-0.7209473371450428,0.47702930869498567
1,5,-0.3211196380358957,1170974696,0,0.1573385926376574,0.6661567266260835,-0.19367029142886694
4,1,0.7638749154822749,3878867086,2,-1.485026674978808,-1.4144993690306058,1.1477289088188385
6,0,-0.8016172260225142,162216131,2,-0.6638440411705753,1.3597087585116465,1.1477289088188385
0,5,-0.41411917119459607,1557590084,2,1.4712308067308295,1.3597087585116465,1.1477289088188385
19,6,-0.7396175372500473,380213538,2,0.32157511939930394,-0.7209473371450428,1.1477289088188385
14,2,0.6398755379373412,2545166043,0,0.32157511939930394,1.3597087585116465,0.33826387418660253
20,6,-0.305619715842779,1282790649,0,0.48581164616095046,0.6661567266260835,-0.9568801812249752
12,4,-0.21262018268407867,1930750068,2,-0.006897934123989123,-0.02739530525947965,1.1477289088188385
17,1,0.6708753823235747,4842717887,1,-1.1565536214555148,-1.4144993690306058,-1.1650283329875502
13,1,1.492371258558761,7691090444,0,-1.3207901482171613,1.3597087585116465,-0.6330941673720808
12,6,-0.7706173816362808,208368837,2,1.635467333492476,0.6661567266260835,1.1477289088188385
20,3,-0.7861173038293975,339930293,0,1.4712308067308295,-0.7209473371450428,0.36139144660466643
10,2,0.1593779499507227,3443178330,0,0.48581164616095046,1.3597087585116465,-0.9800077536430389
15,3,-0.5071187043532964,690666815,1,-1.1565536214555148,1.3597087585116465,-1.1650283329875502
15,0,-0.817117148215631,177454272,1,-0.9923170946938683,-1.4144993690306058,-1.1650283329875502
21,3,-0.6931177706706971,501282741,1,0.1573385926376574,-0.02739530525947965,-1.1650283329875502
8,1,0.4538764716199405,4836239166,2,1.1427577532075366,1.3597087585116465,1.1477289088188385
4,1,0.7173751489029248,2921528277,0,-0.17113446088563564,-1.4144993690306058,-0.21679786384693084
19,1,2.6858652674287486,10611827261,2,-1.6492632017404545,-0.7209473371450428,1.1477289088188385
4,0,-0.8481169926018644,116096931,0,-1.3207901482171613,-0.7209473371450428,-0.21679786384693084
20,0,-0.8016172260225142,232273645,0,-0.006897934123989123,1.3597087585116465,-0.008649712084355813
7,1,0.9653739039927924,2956734050,0,-0.006897934123989123,0.6661567266260835,-0.771859601880464
13,0,-0.7861173038293975,190571520,2,1.4712308067308295,-1.4144993690306058,1.1477289088188385
12,4,-0.5226186265464131,1323674773,0,-0.9923170946938683,-0.02739530525947965,-0.008649712084355813
0,4,-0.7706173816362808,333983778,2,-0.3353709876472822,0.6661567266260835,1.1477289088188385
1,6,-0.2901197936496623,1802968905,2,1.4712308067308295,-0.7209473371450428,1.1477289088188385
17,5,-0.4296190933877128,1218657548,0,1.635467333492476,1.3597087585116465,-0.5174563052817612
19,2,0.8258746042547419,4051308104,0,-1.3207901482171613,-1.4144993690306058,0.36139144660466643
7,5,-0.7706173816362808,193202385,0,-1.3207901482171613,-0.02739530525947965,0.31513630176853863
10,4,-0.46061893777394625,1341996978,1,-1.1565536214555148,-0.7209473371450428,-1.1650283329875502
2,0,-0.8326170704087477,174811041,0,-1.3207901482171613,1.3597087585116465,-0.05490485692048362
16,5,-0.1816203382978452,1636138149,0,1.1427577532075366,-0.02739530525947965,0.6620498880394969
17,4,-0.6931177706706971,328956174,2,1.635467333492476,1.3597087585116465,1.1477289088188385
10,6,-0.5226186265464131,500339031,1,0.1573385926376574,-0.7209473371450428,-1.1650283329875502
7,4,-0.19712026049096196,2236253702,0,-0.4996075144089287,-1.4144993690306058,-1.0262628984791669
1,5,-0.1661204161047285,1480968725,1,-0.6638440411705753,-1.4144993690306058,-1.1650283329875502
20,6,-0.19712026049096196,1537504574,1,0.97852122644589,-0.7209473371450428,-1.1650283329875502
3,3,-0.5226186265464131,1085541341,2,-0.9923170946938683,1.3597087585116465,1.1477289088188385
8,3,-0.6311180818982303,727949044,0,1.4712308067308295,-1.4144993690306058,0.1994984396782191
16,6,-0.33661956022901246,1342461090,0,1.4712308067308295,-0.02739530525947965,0.037605432751772
10,2,0.5468760047786408,2811580377,1,1.3069942799691832,-0.7209473371450428,-1.1650283329875502
7,2,2.3138671347939472,11584804309,2,0.1573385926376574,-1.4144993690306058,1.1477289088188385
9,0,-0.8016172260225142,297297812,0,-0.006897934123989123,0.6661567266260835,-0.33243572593725024
13,4,-0.2746198714565456,2104020488,1,-1.6492632017404545,-0.02739530525947965,-1.1650283329875502
12,0,-0.8016172260225142,243508550,2,-0.17113446088563564,1.3597087585116465,1.1477289088188385
1,4,-0.6311180818982303,893242193,0,0.650048172922597,1.3597087585116465,-0.37869087077337793
4,3,-0.3521194824221292,702361510,1,1.3069942799691832,-1.4144993690306058,-1.1650283329875502
4,0,-0.7706173816362808,181021089,0,1.3069942799691832,-1.4144993690306058,0.037605432751772
13,5,-0.5536184709326466,998901697,1,0.1573385926376574,0.6661567266260835,-1.1650283329875502
2,2,0.8258746042547419,3320645761,0,-0.006897934123989123,1.3597087585116465,-0.7024768846262723
0,0,-0.8326170704087477,116406865,1,-0.17113446088563564,-0.02739530525947965,-1.1650283329875502
13,0,-0.7861173038293975,124704153,1,1.3069942799691832,-1.4144993690306058,-1.1650283329875502
13,1,-0.33661956022901246,1145196637,2,0.32157511939930394,-0.7209473371450428,1.1477289088188385
14,3,-0.5071187043532964,777943735,2,0.1573385926376574,-0.02739530525947965,1.1477289088188385
0,0,-0.7706173816362808,147042819,2,-1.3207901482171613,-0.7209473371450428,1.1477289088188385
8,4,-0.3986192490014794,1506719802,2,0.97852122644589,-0.7209473371450428,1.1477289088188385
13,2,0.7173751489029248,4815172593,2,-1.6492632017404545,0.6661567266260835,1.1477289088188385
4,3,-0.1816203382978452,1627321662,1,-0.17113446088563564,0.6661567266260835,-1.1650283329875502
16,5,-0.646618004091347,454279633,1,0.97852122644589,1.3597087585116465,-1.1650283329875502
16,3,-0.7396175372500473,469894310,0,1.635467333492476,-0.7209473371450428,-1.0493904708972306
0,4,-0.5226186265464131,1255169994,1,1.635467333492476,0.6661567266260835,-1.1650283329875502
8,1,0.6243756157442245,2243949761,0,0.1573385926376574,1.3597087585116465,-0.9568801812249752
12,1,-0.3986192490014794,1170971339,2,1.1427577532075366,-1.4144993690306058,1.1477289088188385
0,0,-0.8016172260225142,166918705,1,-0.8280805679322217,1.3597087585116465,-1.1650283329875502
3,2,0.46937639381305724,4279067970,0,0.32157511939930394,-0.7209473371450428,-0.9106250363888474
11,2,2.5308660454975818,5221046220,2,-0.6638440411705753,-0.02739530525947965,1.1477289088188385
13,2,2.050368457510963,7699560980,0,0.97852122644589,0.6661567266260835,0.037605432751772
8,0,-0.7861173038293975,230476082,2,0.97852122644589,-0.02739530525947965,1.1477289088188385
20,1,0.9033742152203255,5825871987,2,1.1427577532075366,1.3597087585116465,1.1477289088188385
3,0,-0.7861173038293975,217417953,2,0.8142846996842436,1.3597087585116465,1.1477289088188385
5,3,-0.7396175372500473,512152488,0,0.1573385926376574,-0.7209473371450428,0.6157947432033691
3,1,2.732365034008099,13006582762,0,-1.485026674978808,-0.02739530525947965,-0.40181844319144183
16,4,-0.2281201048771954,840842917,0,0.650048172922597,1.3597087585116465,-0.5405838776998251
14,6,-0.5536184709326466,1075604312,1,-0.006897934123989123,0.6661567266260835,-1.1650283329875502
4,2,2.406866667952648,7882173453,2,-0.6638440411705753,1.3597087585116465,1.1477289088188385
17,1,2.4843662789182313,9491934757,1,1.1427577532075366,0.6661567266260835,-1.1650283329875502
11,4,-0.3986192490014794,695825183,0,1.4712308067308295,-1.4144993690306058,0.014477860333708093
3,5,-0.3986192490014794,1602678593,0,-1.6492632017404545,-0.02739530525947965,-0.6099665949540168
17,6,-0.5226186265464131,1026311858,0,-0.8280805679322217,-0.02739530525947965,-0.14741514659273913
7,6,-0.5846183153188801,676462900,0,-0.8280805679322217,-1.4144993690306058,0.1994984396782191
11,2,1.0273735927652592,6634916535,2,1.4712308067308295,-0.7209473371450428,1.1477289088188385
1,6,-0.5691183931257633,1094704284,0,1.635467333492476,-1.4144993690306058,-0.47120116044563354
12,0,-0.817117148215631,133643150,1,-0.17113446088563564,-0.7209473371450428,-1.1650283329875502
19,2,1.1513729703101931,5418579245,0,-0.006897934123989123,0.6661567266260835,0.8933256122201357
12,6,-0.7086176928638138,230235341,2,-1.3207901482171613,0.6661567266260835,1.1477289088188385
14,2,0.3298770940750067,2477466748,1,-1.1565536214555148,-0.02739530525947965,-1.1650283329875502
12,1,-0.1041207273322616,2011936282,0,1.635467333492476,-0.02739530525947965,0.037605432751772
3,4,-0.41411917119459607,1339682900,1,1.4712308067308295,-1.4144993690306058,-1.1650283329875502
5,2,0.7483749932891582,4914074166,1,0.8142846996842436,-0.7209473371450428,-1.1650283329875502
14,4,-0.6311180818982303,413329187,0,-1.3207901482171613,-1.4144993690306058,0.10698815000596372
17,1,0.39187678284747357,3982862616,0,1.4712308067308295,1.3597087585116465,0.037605432751772
1,4,-0.38311932680836264,850812681,2,0.8142846996842436,-0.7209473371450428,1.1477289088188385
12,0,-0.817117148215631,224414870,0,1.4712308067308295,1.3597087585116465,-0.03177728450241972
5,2,1.879869313386679,4426433511,0,-0.17113446088563564,1.3597087585116465,0.38451901902273034
7,5,-0.11962064952537832,2626536011,1,-1.1565536214555148,1.3597087585116465,-1.1650283329875502
9,4,-0.7086176928638138,611292355,0,-0.9923170946938683,1.3597087585116465,0.5926671707853052
4,2,1.9108691577729127,3955893973,1,0.1573385926376574,1.3597087585116465,-1.1650283329875502
20,1,2.3758668235664144,5178035732,2,0.48581164616095046,1.3597087585116465,1.1477289088188385
7,6,-0.3521194824221292,750209131,1,-1.485026674978808,-0.02739530525947965,-1.1650283329875502
14,2,0.31437717188188996,2323368232,1,-0.006897934123989123,-0.7209473371450428,-1.1650283329875502
6,5,-0.3676194046152459,698057964,1,-0.9923170946938683,0.6661567266260835,-1.1650283329875502
3,2,0.8568744486409753,6313409924,2,-0.17113446088563564,-0.7209473371450428,1.1477289088188385
20,3,-0.6311180818982303,678258089,2,0.32157511939930394,0.6661567266260835,1.1477289088188385
4,5,-0.8016172260225142,239344262,2,-0.4996075144089287,1.3597087585116465,1.1477289088188385
12,3,-0.6156181597051135,654486213,1,-0.9923170946938683,-0.7209473371450428,-1.1650283329875502
11,0,-0.8326170704087477,101899748,0,0.97852122644589,0.6661567266260835,-0.9800077536430389
7,6,-0.7861173038293975,294029035,1,0.8142846996842436,-0.02739530525947965,-1.1650283329875502
7,0,-0.8636169147949811,37139423,1,1.4712308067308295,-0.7209473371450428,-1.1650283329875502
5,6,-0.6776178484775804,513736459,2,-0.3353709876472822,1.3597087585116465,1.1477289088188385
12,3,-0.25911994926342885,2158573326,2,-0.9923170946938683,-1.4144993690306058,1.1477289088188385
2,2,0.36087693846124014,2524095268,0,-0.17113446088563564,-0.02739530525947965,-0.14741514659273913
8,2,0.03537857240578893,2879162747,0,1.3069942799691832,-0.7209473371450428,-0.30930815351918634
4,2,1.6783703248761617,7624443041,2,1.1427577532075366,-1.4144993690306058,1.1477289088188385
0,6,-0.7086176928638138,428437655,1,-0.006897934123989123,-1.4144993690306058,-1.1650283329875502
12,1,0.43837654942682375,2899113826,1,1.1427577532075366,1.3597087585116465,-1.1650283329875502
10,4,-0.13512057171849504,2801434659,1,-1.6492632017404545,-0.02739530525947965,-1.1650283329875502
21,5,-0.19712026049096196,1768558048,2,0.1573385926376574,1.3597087585116465,1.1477289088188385
13,6,-0.6621179262844636,536875920,2,0.48581164616095046,0.6661567266260835,1.1477289088188385
9,4,-0.7861173038293975,254540816,0,0.48581164616095046,-0.02739530525947965,0.9164531846381997
20,1,0.11287818337137255,2475940712,2,-0.9923170946938683,1.3597087585116465,1.1477289088188385
10,3,-0.7241176150569306,303026676,2,-0.006897934123989123,-0.7209473371450428,1.1477289088188385
20,6,-0.1661204161047285,1459475797,2,-0.3353709876472822,1.3597087585116465,1.1477289088188385
5,0,-0.8481169926018644,57755773,1,-0.006897934123989123,0.6661567266260835,-1.1650283329875502
13,1,2.0658683797040798,7539250791,0,0.1573385926376574,-1.4144993690306058,0.31513630176853863
8,2,1.3373720366275939,8300736437,0,-1.3207901482171613,-0.7209473371450428,-0.14741514659273913
2,5,-0.1816203382978452,2134231958,0,-0.4996075144089287,-1.4144993690306058,0.17637086726015516
15,3,-0.8016172260225142,267819200,0,-0.9923170946938683,0.6661567266260835,0.9164531846381997
13,4,-0.476118859967063,1382192897,1,-1.3207901482171613,0.6661567266260835,-1.1650283329875502
16,6,-0.1661204161047285,2591780482,0,-1.1565536214555148,0.6661567266260835,0.5464120259491774
7,1,-0.1816203382978452,1635807614,2,-1.3207901482171613,-1.4144993690306058,1.1477289088188385
9,0,-0.8016172260225142,225442196,0,1.4712308067308295,1.3597087585116465,0.5232844535311135
10,6,-0.6931177706706971,427169833,1,-1.1565536214555148,-0.7209473371450428,-1.1650283329875502
4,5,-0.2901197936496623,1894808158,0,0.97852122644589,-0.02739530525947965,0.7314326052936884
10,4,-0.5071187043532964,1402646529,1,-0.3353709876472822,-1.4144993690306058,-1.1650283329875502
14,5,-0.476118859967063,1350408435,2,-1.485026674978808,-0.02739530525947965,1.1477289088188385
11,2,0.6243756157442245,5653475650,0,-0.6638440411705753,1.3597087585116465,-0.6793493122082086
18,3,-0.7086176928638138,355838410,2,0.650048172922597,-0.02739530525947965,1.1477289088188385
17,4,-0.44511901558082956,1326206438,0,1.4712308067308295,-0.02739530525947965,0.638922315621433
8,0,-0.817117148215631,223737712,1,-0.006897934123989123,-0.7209473371450428,-1.1650283329875502
2,5,-0.5691183931257633,429233132,2,0.97852122644589,0.6661567266260835,1.1477289088188385
19,0,-0.8636169147949811,44472945,0,-0.8280805679322217,1.3597087585116465,0.638922315621433
9,3,-0.7706173816362808,311776145,2,1.3069942799691832,-0.02739530525947965,1.1477289088188385
6,6,-0.2281201048771954,2400283587,2,-1.485026674978808,-0.7209473371450428,1.1477289088188385
2,2,0.8258746042547419,6478309782,0,1.635467333492476,0.6661567266260835,0.5695395983672413
19,1,1.5078711807518779,5156090882,1,0.650048172922597,-0.02739530525947965,-1.1650283329875502
2,0,-0.8481169926018644,107909301,2,0.48581164616095046,1.3597087585116465,1.1477289088188385
0,2,2.174367835055897,10957786059,2,-0.8280805679322217,-1.4144993690306058,1.1477289088188385
10,2,2.9493639447117332,9726293707,0,-1.1565536214555148,1.3597087585116465,-1.0493904708972306
6,1,2.3138671347939472,10841293277,2,1.4712308067308295,-0.7209473371450428,1.1477289088188385
11,4,-0.755117459443164,426124640,2,-0.006897934123989123,-1.4144993690306058,1.1477289088188385
21,3,-0.476118859967063,1179638659,1,-0.3353709876472822,0.6661567266260835,-1.1650283329875502
16,0,-0.7706173816362808,223204760,1,-0.9923170946938683,-1.4144993690306058,-1.1650283329875502
16,6,-0.3986192490014794,1581428942,0,-0.17113446088563564,-0.7209473371450428,-0.05490485692048362
